job_id_x,depth,seed,k,obj_val_x,time_x,job_id_y,obj_val_y,time_y,nash
15158088,7.0,25.0,13.0,6.76923076923077,5.12,15040700,6.631578947368421,5.79,6.631578947368421
15157763,7.0,30.0,2.0,8.0,3.55,15040375,8.0,3.5,6.359621451104101
15158099,7.0,6.0,14.0,7.0,5.3,15040711,6.653465346534654,5.58,6.653465346534654
15157011,5.0,29.0,7.0,6.857142857142856,5.69,15039622,6.222222222222223,7.4,6.16
15159064,10.0,9.0,1.0,9.0,3.71,15041738,9.0,3.72,6.8108108108108105
15157441,6.0,8.0,7.0,7.0,5.15,15040053,6.72,6.45,6.72
15157968,7.0,25.0,9.0,7.111111111111111,3.82,15040580,6.631578947368421,5.95,6.631578947368421
15156971,5.0,19.0,6.0,6.666666666666666,4.58,15039582,6.359621451104101,5.88,6.359621451104101
15157314,6.0,1.0,3.0,6.999999999999999,4.25,15039926,6.999999013281761,4.2,6.017910447761194
15159182,10.0,7.0,5.0,7.0,5.1,15041856,6.121457489878543,7.54,6.121457489878543
15158089,7.0,26.0,13.0,6.923076923076923,4.63,15040701,6.857142857142858,5.36,6.857142857142858
15156968,5.0,16.0,6.0,6.999999999999998,4.27,15039579,7.0,6.78,6.631578947368421
15158035,7.0,2.0,12.0,7.5,6.45,15040647,7.322033898305085,11.01,7.322033898305085
15157717,7.0,14.0,1.0,9.0,8.65,15040329,9.0,3.76,6.445012787723785
15158829,9.0,16.0,8.0,7.0,6.03,15041505,6.66079295154185,16.92,6.6607929515418505
15157969,7.0,26.0,9.0,7.111111111111111,4.74,15040581,6.857142857142858,6.6,6.857142857142858
15156925,5.0,3.0,5.0,7.0,3.89,15039536,6.0,7.0,5.948497854077254
